name_index,sexe_index,count,idmax,max,x,y,name,sexe,entropy,life
EDITHE,2,2320,1921,84,52.6579,0.222087,EDITHE (F),0,3.94007,0.445378
EDMEE,2,4329,1922,126,56.2378,1.38788,EDMEE (F),0,4.10321,0.462185
EDMOND,1,54453,1920,1529,58.1404,0.976081,EDMOND (M),1,4.05125,0.487395
EDMONDE,2,5633,1930,183,54.1743,-5.87276,EDMONDE (F),0,4.06092,0.512605
EDOUARD,1,77966,1910,1484,40.5168,5.85593,EDOUARD (M),1,4.48561,0.890756
EDWARD,1,2911,2017,55,21.552,-11.8942,EDWARD (M),1,4.67318,0.991597
EDWIGE,2,20652,1972,558,13.9441,-35.461,EDWIGE (F),0,4.48071,0.857143
EDWIN,1,3057,1997,134,-32.3833,-9.65946,EDWIN (M),1,4.04184,0.336134
EGLANTINE,2,5613,2006,136,33.371,12.2513,EGLANTINE (F),0,4.35554,0.680672
EILEEN,2,1434,2012,94,-12.2813,33.14,EILEEN (F),0,3.33377,0.243697
EL,1,2751,1981,77,-8.91081,-8.28653,EL (M),1,3.98884,0.487395
ELA,2,1833,2012,175,-10.3072,49.1992,ELA (F),0,2.81448,0.134454
ELAIA,2,1236,2017,122,1.70267,47.2146,ELAIA (F),0,2.71628,0.134454
ELEA,2,12342,2010,799,-17.9445,30.5088,ELEA (F),0,3.18328,0.210084
ELEANA,2,1861,2014,205,6.16286,48.8118,ELEANA (F),0,2.78933,0.12605
ELEANOR,2,1698,2016,190,15.4858,42.9046,ELEANOR (F),0,3.00393,0.151261
ELEANORE,2,1479,2017,178,14.7369,46.5609,ELEANORE (F),0,2.75251,0.12605
ELENA,2,25238,2015,2113,8.04135,41.6594,ELENA (F),0,3.38361,0.184874
ELEONORE,2,23621,2017,730,24.6829,12.2975,ELEONORE (F),0,4.43952,0.680672
ELFRIEDE,2,1139,1941,78,36.3623,-5.0008,ELFRIEDE (F),0,3.76922,0.336134
ELI,1,1175,2017,129,17.3445,48.7495,ELI (M),1,3.44096,0.159664
ELIA,2,8108,2016,449,22.122,19.4078,ELIA (F),0,4.15962,0.462185
ELIAN,1,3380,2006,143,-19.2103,17.401,ELIAN (M),1,4.16261,0.638655
ELIANA,2,2064,2017,256,19.2514,49.8354,ELIANA (F),0,3.26212,0.117647
ELIANE,2,113898,1949,4196,46.45,-21.9976,ELIANE (F),0,4.0429,0.487395
ELIANNE,2,2086,1933,76,48.9773,-16.5817,ELIANNE (F),0,3.9771,0.487395
ELIAS,1,12726,2017,704,-16.1449,25.3355,ELIAS (M),1,3.3675,0.226891
ELIE,1,43475,1920,880,39.0729,6.57385,ELIE (M),1,4.45454,0.798319
ELIES,1,1590,2000,96,-36.5298,7.83849,ELIES (M),1,3.38338,0.252101
ELIETTE,2,7447,1933,213,49.2621,-19.0508,ELIETTE (F),0,4.2248,0.512605
ELIF,2,3881,2015,301,5.38801,31.1588,ELIF (F),0,3.40556,0.252101
ELIJAH,1,2114,2017,244,14.1554,44.1894,ELIJAH (M),1,2.80558,0.134454
ELINA,2,11750,2013,756,-7.44178,39.4942,ELINA (F),0,3.6347,0.184874
ELINE,2,8278,2016,561,-4.10944,38.1393,ELINE (F),0,3.55652,0.226891
ELIO,1,6474,2017,721,18.6925,45.7199,ELIO (M),1,3.41819,0.142857
ELIOT,1,10104,2008,759,-25.8487,32.6447,ELIOT (M),1,3.15164,0.218487
ELIOTT,1,18962,2017,1540,0.0420009,38.3725,ELIOTT (M),1,3.08243,0.176471
ELISA,2,54193,2003,2304,-33.9067,5.83576,ELISA (F),0,4.13696,0.537815
ELISABETH,2,161902,1953,4452,26.7686,-33.5003,ELISABETH (F),0,4.45667,0.747899
ELISE,2,117623,2001,1910,30.2106,7.07115,ELISE (F),0,4.55034,0.823529
ELISEE,1,1808,1907,59,45.4738,10.9128,ELISEE (M),1,4.11301,0.453782
ELISSA,2,1286,2008,107,-12.5381,50.75,ELISSA (F),0,3.15999,0.210084
ELIZA,2,1637,2006,88,20.2769,18.7208,ELIZA (F),0,3.81064,0.344538
ELIZABETH,2,4357,1952,106,11.6338,-34.0126,ELIZABETH (F),0,4.57112,0.941176
ELLA,2,5940,2011,362,-5.74892,38.8036,ELLA (F),0,3.6733,0.252101
ELLEN,2,1092,1991,27,-6.73143,-27.0388,ELLEN (F),0,4.59974,0.915966
ELLIE,2,2248,2017,362,22.5117,51.8709,ELLIE (F),0,2.62528,0.10084
ELLIOT,1,6970,2009,414,-15.8931,25.0573,ELLIOT (M),1,3.27221,0.243697
ELLIOTT,1,1951,2016,123,-7.80785,27.0586,ELLIOTT (M),1,3.3189,0.243697
ELOAN,1,1770,2013,183,-1.20466,52.807,ELOAN (M),1,2.64893,0.117647
ELOANE,2,2695,2012,308,-5.9232,55.0838,ELOANE (F),0,2.67208,0.12605
ELODIE,2,160308,1988,12119,-37.9558,-30.2206,ELODIE (F),0,3.4583,0.243697
ELODY,2,1003,1989,54,-34.0355,-18.7113,ELODY (F),0,3.5281,0.294118
ELOI,1,9536,2010,229,30.1764,11.4834,ELOI (M),1,4.46796,0.731092
ELOISE,2,31808,2006,1226,-17.0407,5.08039,ELOISE (F),0,3.87145,0.336134
ELONA,2,2228,2012,177,-27.3861,36.1701,ELONA (F),0,2.95248,0.168067
ELORA,2,3587,2007,225,-30.0376,15.8487,ELORA (F),0,3.27576,0.226891
ELOUAN,1,7092,2006,579,-31.5195,36.1223,ELOUAN (M),1,3.05981,0.176471
ELSA,2,44723,1988,1498,-8.00809,2.15385,ELSA (F),0,4.01561,0.403361
ELVINA,2,1764,1989,51,26.3224,6.60142,ELVINA (F),0,4.32046,0.647059
ELVIRA,2,1404,1971,42,18.282,-11.6536,ELVIRA (F),0,4.54943,0.890756
ELVIRE,2,4285,1972,78,42.5138,3.69336,ELVIRE (F),0,4.64504,0.966387
ELVIS,1,2291,1978,149,-21.7432,-39.8507,ELVIS (M),1,3.7526,0.386555
ELYA,2,3600,2017,473,18.2006,48.0073,ELYA (F),0,2.65211,0.117647
ELYANE,2,1226,1947,95,46.6296,-32.9313,ELYANE (F),0,3.53416,0.277311
ELYAS,1,2842,2015,282,5.82479,45.6237,ELYAS (M),1,2.90295,0.142857
ELYES,1,3632,2009,256,-19.0968,34.877,ELYES (M),1,3.29277,0.226891
ELYNA,2,2786,2017,336,10.3177,51.5439,ELYNA (F),0,2.60021,0.117647
ELYNE,2,3541,2017,357,3.28609,50.0556,ELYNE (F),0,2.75393,0.12605
ELYSA,2,1098,2007,72,-33.4064,18.6215,ELYSA (F),0,3.26201,0.218487
ELYSE,2,1601,2006,76,-12.6429,10.0701,ELYSE (F),0,3.64283,0.310924
ELYSSA,2,1083,2015,103,-0.479117,48.2303,ELYSSA (F),0,2.8548,0.12605
ELZA,2,1420,2015,75,21.535,20.885,ELZA (F),0,4.1713,0.537815
EMA,2,5165,2010,368,-23.443,32.9513,EMA (F),0,3.29672,0.184874
EMANUEL,1,1021,2017,47,3.01294,18.282,EMANUEL (M),1,4.08615,0.529412
EMELIE,2,2930,1900,155,45.4269,21.0375,EMELIE (F),0,3.71791,0.243697
EMELINE,2,34588,1991,1496,-26.3322,-18.5998,EMELINE (F),0,3.63947,0.336134
EMELYNE,2,3063,2002,134,-29.6663,-4.69534,EMELYNE (F),0,3.62862,0.327731
EMERIC,1,9160,1988,328,-23.4998,-19.9736,EMERIC (M),1,3.85234,0.403361
EMERICK,1,1788,2002,98,-36.6418,2.60031,EMERICK (M),1,3.4717,0.277311
EMIE,2,3599,2008,267,-19.9519,36.3119,EMIE (F),0,3.15618,0.201681
EMILE,1,166345,1920,4976,55.1508,7.37457,EMILE (M),1,4.00334,0.403361
EMILIA,2,8301,2017,177,37.1762,9.92497,EMILIA (F),0,4.45741,0.831933
EMILIE,2,196528,1980,11887,-25.7534,-38.3688,EMILIE (F),0,3.98729,0.420168
EMILIEN,1,24123,2002,646,28.6142,7.22727,EMILIEN (M),1,4.45056,0.714286
EMILIENNE,2,45372,1920,1735,55.5959,5.11647,EMILIENNE (F),0,3.85325,0.378151
EMILIO,1,3179,2017,197,13.7731,35.1163,EMILIO (M),1,4.15855,0.369748
EMILY,2,4917,1980,264,-13.5522,-15.4441,EMILY (F),0,3.78077,0.369748
EMINE,2,1434,1980,52,-19.1234,-21.7234,EMINE (F),0,3.72899,0.369748
EMIR,1,3027,2012,300,4.07355,48.7405,EMIR (M),1,3.07167,0.151261
EMMA,2,150493,2006,7104,-23.435,15.5943,EMMA (F),0,3.85153,0.378151
EMMANUEL,1,135116,1971,7522,4.0723,-51.6714,EMMANUEL (M),1,4.21617,0.344538
EMMANUELLA,2,1407,2014,41,-3.13537,-12.1818,EMMANUELLA (F),0,4.24014,0.630252
EMMANUELLE,2,80114,1980,3846,3.80886,-44.1053,EMMANUELLE (F),0,3.78314,0.319328
EMMELINE,2,1768,1988,92,-29.5389,-25.5531,EMMELINE (F),0,3.99161,0.394958
EMMIE,2,2535,2011,219,-14.9263,45.2504,EMMIE (F),0,3.08449,0.168067
EMMY,2,10981,2012,812,-10.9647,42.9922,EMMY (F),0,3.16727,0.176471
EMNA,2,2639,2017,367,20.1003,49.8066,EMNA (F),0,2.77747,0.117647
EMRE,1,2677,2003,214,-41.1251,10.0657,EMRE (M),1,3.27302,0.226891
EMRYS,1,1033,2013,132,-0.29165,56.2048,EMRYS (M),1,2.73685,0.142857
EMY,2,11470,2016,1055,-0.0225599,47.2829,EMY (F),0,2.8564,0.142857
ENAEL,1,1182,2012,190,14.1027,55.7971,ENAEL (M),1,2.15849,0.0672269
ENES,1,2961,2012,203,-17.8081,31.7727,ENES (M),1,3.12942,0.193277
ENGUERRAND,1,1690,2007,77,-22.3456,3.32163,ENGUERRAND (M),1,3.6668,0.344538
ENOLA,2,8282,2011,653,-23.6772,34.846,ENOLA (F),0,2.99684,0.176471
ENORA,2,14556,2013,1390,-9.36577,57.039,ENORA (F),0,3.29733,0.201681
ENRIQUE,1,2385,2005,72,-0.21829,-17.112,ENRIQUE (M),1,4.24073,0.596639
ENZA,2,1112,2008,80,-35.2381,32.5079,ENZA (F),0,3.398,0.260504
ENZO,1,109909,2005,8852,-36.1379,32.5513,ENZO (M),1,3.10129,0.184874
ERELL,2,1293,2007,74,-30.8904,27.7833,ERELL (F),0,3.59952,0.361345
EREN,1,1528,2010,116,-26.5752,32.7988,EREN (M),1,3.20998,0.210084
ERIC,1,320619,1965,20278,19.5791,-47.6144,ERIC (M),1,3.57936,0.260504
ERICA,2,1589,1941,44,22.742,0.76243,ERICA (F),0,4.54638,0.806723
ERICK,1,6821,1960,446,28.0062,-45.0259,ERICK (M),1,3.77143,0.277311
ERICKA,2,1290,1984,52,-23.7162,-28.4533,ERICKA (F),0,3.91221,0.445378
ERIK,1,2905,1959,74,9.94745,-34.4189,ERIK (M),1,4.29553,0.663866
ERIKA,2,10057,1983,431,-20.9691,-34.3464,ERIKA (F),0,4.13843,0.470588
ERIN,2,2069,2008,159,-28.6408,35.2822,ERIN (F),0,2.97341,0.168067
ERINE,2,3197,2008,277,-32.3336,37.0126,ERINE (F),0,2.96798,0.176471
ERNA,2,2687,1912,102,50.0335,1.28192,ERNA (F),0,3.83274,0.378151
ERNEST,1,52810,1906,1786,52.4463,10.5939,ERNEST (M),1,3.90226,0.378151
ERNESTINE,2,15445,1902,751,47.1423,18.5484,ERNESTINE (F),0,3.61532,0.268908
ERWAN,1,38603,2006,1518,-16.702,-4.12346,ERWAN (M),1,3.87959,0.420168
ERWANN,1,7241,2003,392,-27.5935,6.06704,ERWANN (M),1,3.75034,0.386555
ERWIN,1,2729,1942,67,22.9918,2.02027,ERWIN (M),1,4.52475,0.789916
ESMA,2,2360,2017,200,6.2953,39.3022,ESMA (F),0,3.2669,0.210084
ESMERALDA,2,1385,1999,63,-8.89424,-36.8193,ESMERALDA (F),0,4.16943,0.529412
ESPERANCE,2,1763,1914,51,45.9365,13.7857,ESPERANCE (F),0,4.25141,0.579832
ESRA,2,1607,1996,95,-43.3402,1.16494,ESRA (F),0,3.41178,0.252101
ESTEBAN,1,28077,2008,1918,-24.6798,31.9991,ESTEBAN (M),1,3.21777,0.193277
ESTELLE,2,73729,1973,2916,-7.1347,-43.5998,ESTELLE (F),0,4.11127,0.436975
ESTHER,2,17555,2006,337,28.3464,5.2873,ESTHER (F),0,4.62402,0.957983
ETAN,1,1488,2010,150,-29.421,43.9339,ETAN (M),1,2.76537,0.142857
ETHAN,1,58061,2012,5006,-10.0285,45.7438,ETHAN (M),1,2.78131,0.142857
ETHANN,1,1580,2013,154,-4.44053,50.839,ETHANN (M),1,2.71118,0.12605
ETIENNE,1,84813,1996,1182,40.2944,1.96151,ETIENNE (M),1,4.66194,0.991597
ETIENNETTE,2,7648,1921,230,56.1119,-2.27395,ETIENNETTE (F),0,4.02192,0.487395
EUGENE,1,105923,1908,3613,52.6132,10.1932,EUGENE (M),1,3.84444,0.378151
EUGENIE,2,70221,1902,3127,45.329,19.629,EUGENIE (F),0,3.90021,0.268908
EULALIE,2,5687,2007,138,33.9027,14.427,EULALIE (F),0,4.39556,0.621849
EUPHRASIE,2,2033,1902,104,46.5717,20.561,EUPHRASIE (F),0,3.74417,0.327731
EUSTACHE,1,1062,1920,27,48.7412,1.98463,EUSTACHE (M),1,4.12096,0.537815
EVA,2,82943,2003,3335,-23.5951,15.1669,EVA (F),0,4.08319,0.470588
EVAN,1,40756,2008,3131,-26.8401,37.1589,EVAN (M),1,3.02711,0.168067
EVANN,1,4205,2008,342,-28.771,36.5363,EVANN (M),1,2.97214,0.168067
EVANS,1,1062,2005,61,-27.2133,24.6925,EVANS (M),1,3.46659,0.285714
EVARISTE,1,1548,1913,39,49.0657,1.35508,EVARISTE (M),1,4.34864,0.571429
EVE,2,15514,2003,441,-6.05365,-9.61323,EVE (F),0,4.42733,0.739496
EVELINE,2,17708,1952,750,44.8085,-25.6536,EVELINE (F),0,4.01664,0.487395
EVELYNE,2,128296,1953,7770,36.8475,-39.671,EVELYNE (F),0,3.64884,0.285714
EVEN,1,1213,2012,92,-18.5291,39.8224,EVEN (M),1,3.25028,0.210084
EVY,2,1179,2017,221,25.0582,48.1928,EVY (F),0,2.94368,0.117647
EWAN,1,6168,2006,558,-37.1116,33.4763,EWAN (M),1,3.01675,0.168067
EWEN,1,10617,2011,622,-17.2142,28.0812,EWEN (M),1,3.21712,0.193277
EWENN,1,1573,2015,148,-1.00154,46.8425,EWENN (M),1,2.7866,0.142857
EYA,2,1176,2010,102,-11.0206,44.7066,EYA (F),0,2.87739,0.159664
EYMEN,1,1019,2017,169,22.4204,51.4399,EYMEN (M),1,2.46082,0.0840336
EZECHIEL,1,1023,2016,89,10.0286,40.8792,EZECHIEL (M),1,3.3047,0.201681
EZIO,1,3162,2017,456,13.8664,55.2687,EZIO (M),1,2.53471,0.0756303
FABIAN,1,4182,1998,215,-38.0207,-3.67901,FABIAN (M),1,3.94382,0.445378
FABIEN,1,110813,1984,5919,-15.7574,-42.0384,FABIEN (M),1,3.83566,0.327731
FABIENNE,2,105323,1965,6850,18.4696,-47.6581,FABIENNE (F),0,3.58469,0.252101
FABIO,1,7485,2003,389,-25.6492,21.882,FABIO (M),1,3.60626,0.277311
FABIOLA,2,2571,1971,92,-0.886213,-33.8132,FABIOLA (F),0,4.00573,0.495798
FABRICE,1,134424,1973,8467,9.64354,-49.8618,FABRICE (M),1,3.51568,0.285714
FADILA,2,2789,1969,110,7.92624,-41.0355,FADILA (F),0,3.81545,0.361345
FAIZA,2,2827,1980,98,-18.2638,-27.5305,FAIZA (F),0,3.90955,0.445378
FANNIE,2,1147,1994,56,-31.8621,-18.3165,FANNIE (F),0,3.85193,0.403361
FANNY,2,79771,1987,3307,-25.8852,-29.1612,FANNY (F),0,3.98329,0.352941
FANTA,2,2206,2017,113,-2.26779,21.2811,FANTA (F),0,3.65893,0.344538
FANTINE,2,2713,2007,190,-29.7441,26.7691,FANTINE (F),0,3.27284,0.226891
FANY,2,2001,1985,64,-20.3242,-18.0586,FANY (F),0,4.22853,0.571429
FAOUZI,1,1709,1982,66,-8.42849,-41.0525,FAOUZI (M),1,3.91065,0.478992
FARAH,2,8665,2009,413,-14.6715,7.82746,FARAH (F),0,3.67923,0.336134
FARES,1,7463,2013,425,-16.1304,26.9883,FARES (M),1,3.40938,0.243697
FARID,1,18021,1975,709,1.92396,-39.5582,FARID (M),1,3.81133,0.361345
FARIDA,2,8503,1966,355,8.88134,-41.4062,FARIDA (F),0,3.83482,0.378151
FAROUK,1,1789,1982,64,-15.1682,-33.0181,FAROUK (M),1,4.07136,0.521008
FATHI,1,1030,1983,43,-11.9134,-42.193,FATHI (M),1,3.85693,0.453782
FATIH,1,1968,1993,89,-30.4381,-16.2011,FATIH (M),1,3.70847,0.361345
FATIHA,2,8929,1971,327,3.88279,-38.6069,FATIHA (F),0,3.89218,0.462185
FATIMA,2,27097,1972,699,4.55707,-32.6774,FATIMA (F),0,4.18358,0.579832
FATIMATA,2,1469,2015,64,-2.89613,5.31309,FATIMATA (F),0,3.76822,0.369748
FATMA,2,6923,1983,166,4.90095,-31.6369,FATMA (F),0,4.27376,0.563025
FATNA,2,1089,1972,33,2.47164,-34.6519,FATNA (F),0,4.07405,0.529412
FATOU,2,2213,2009,91,-8.10772,6.41152,FATOU (F),0,3.75472,0.361345
FATOUMATA,2,8341,2016,296,-8.78095,2.63234,FATOUMATA (F),0,3.70292,0.352941
FAUSTIN,1,2286,2011,73,28.4754,12.488,FAUSTIN (M),1,4.38661,0.689076
FAUSTINE,2,18304,2010,1069,-11.5005,30.4677,FAUSTINE (F),0,3.66675,0.310924
FAYCAL,1,3423,1975,116,-18.0634,-26.9067,FAYCAL (M),1,3.91804,0.445378
FELICIA,2,3479,1993,123,23.8309,7.0795,FELICIA (F),0,4.54015,0.756303
FELICIE,2,11970,1902,476,45.5611,18.2062,FELICIE (F),0,4.00065,0.352941
FELICIEN,1,7210,1908,189,41.4777,8.72057,FELICIEN (M),1,4.31698,0.647059
FELICIENNE,2,2135,1912,70,50.0147,1.84499,FELICIENNE (F),0,3.96795,0.420168
FELICITE,2,3822,1900,129,47.1601,15.2288,FELICITE (F),0,4.07723,0.369748
FELIX,1,48979,1905,1016,40.5075,8.68818,FELIX (M),1,4.45298,0.798319
FERDINAND,1,15905,1903,480,50.2964,10.5705,FERDINAND (M),1,4.10733,0.386555
FERIEL,2,1522,2013,91,-13.795,30.3831,FERIEL (F),0,3.34518,0.277311
FERNAND,1,118570,1920,3833,57.4604,2.36684,FERNAND (M),1,3.95965,0.445378
FERNANDE,2,85092,1920,3146,57.1222,5.12352,FERNANDE (F),0,3.81076,0.394958
FERNANDO,1,4673,1971,350,4.33597,-54.6564,FERNANDO (M),1,3.82242,0.201681
FERYEL,2,1119,2010,104,-10.6263,48.3952,FERYEL (F),0,2.79706,0.12605
FILIPE,1,2479,1977,194,-8.29666,-54.0475,FILIPE (M),1,3.46515,0.243697
FIONA,2,11164,1997,698,-36.1145,-9.01779,FIONA (F),0,3.36932,0.226891
FIRDAWS,2,1267,2014,140,6.2104,48.1056,FIRDAWS (F),0,2.81493,0.142857
FIRMIN,1,8482,1902,255,46.3422,10.259,FIRMIN (M),1,4.20584,0.478992
FLAVIA,2,1207,2003,53,-24.272,0.475492,FLAVIA (F),0,3.91875,0.478992
FLAVIE,2,18416,2002,1442,-43.3176,12.588,FLAVIE (F),0,3.98147,0.310924
FLAVIEN,1,14503,1995,502,-25.4083,-16.7887,FLAVIEN (M),1,4.15396,0.453782
FLAVIO,1,3395,2006,258,-33.9448,34.027,FLAVIO (M),1,3.431,0.201681
FLEUR,2,5036,2006,165,-6.98019,-7.64775,FLEUR (F),0,3.82658,0.394958
FLEURY,1,1061,1902,37,49.9906,8.02089,FLEURY (M),1,3.85315,0.394958
FLORA,2,20210,2006,612,-21.1638,-10.3538,FLORA (F),0,4.36833,0.747899
FLORE,2,11687,1991,272,27.778,5.98025,FLORE (F),0,4.52991,0.857143
FLORENCE,2,147980,1968,8266,14.774,-47.8348,FLORENCE (F),0,3.81983,0.319328
FLORENT,1,69467,1989,3951,-34.0718,-30.5642,FLORENT (M),1,4.07275,0.344538
FLORENTIN,1,6910,1998,353,-35.5893,-1.96048,FLORENTIN (M),1,4.2131,0.512605
FLORENTINE,2,4180,1902,154,45.1483,17.4696,FLORENTINE (F),0,4.07359,0.428571
FLORIAN,1,127270,1991,6996,-35.9301,-17.6712,FLORIAN (M),1,3.57826,0.260504
FLORIANE,2,19591,1991,1043,-35.3906,-23.2406,FLORIANE (F),0,3.66723,0.285714
FLORIANNE,2,1204,1994,50,-32.6183,-25.145,FLORIANNE (F),0,3.93589,0.462185
FLORIE,2,2598,1984,377,-40.4189,-31.9134,FLORIE (F),0,3.13373,0.176471
FLORIMOND,1,1428,1900,43,43.313,17.8134,FLORIMOND (M),1,4.24101,0.554622
FLORINE,2,12998,1998,620,-33.2449,-9.46102,FLORINE (F),0,3.99254,0.352941
FORTUNE,1,2766,1910,82,56.1785,4.25829,FORTUNE (M),1,3.99954,0.487395
FOUAD,1,5176,1982,270,-18.0472,-42.0151,FOUAD (M),1,3.74563,0.352941
FOUED,1,1033,1981,47,-17.637,-35.517,FOUED (M),1,3.8803,0.453782
FOUZIA,2,2168,1982,129,-13.4182,-46.4756,FOUZIA (F),0,3.64242,0.285714
FRANC,1,1579,1965,61,49.9334,-5.66439,FRANC (M),1,4.33614,0.672269
FRANCE,1,1813,1915,89,36.9057,-5.59925,FRANCE (M),1,3.97359,0.411765
FRANCE,2,28123,1915,1131,36.845,-5.61767,FRANCE (F),0,4.27649,0.403361
FRANCELINE,2,1532,1901,47,47.5121,21.8744,FRANCELINE (F),0,4.26534,0.621849
FRANCESCA,2,3296,2007,92,-0.742883,-10.7986,FRANCESCA (F),0,4.3521,0.672269
FRANCESCO,1,2820,1963,122,18.9979,-43.5377,FRANCESCO (M),1,4.27829,0.647059
FRANCETTE,2,7778,1948,358,46.1119,-29.2979,FRANCETTE (F),0,3.89298,0.394958
FRANCIA,2,1782,1911,64,51.2413,1.08705,FRANCIA (F),0,4.09188,0.428571
FRANCIANE,2,1498,1952,69,29.1628,-39.132,FRANCIANE (F),0,3.86412,0.394958
FRANCINE,2,92725,1949,2997,42.8088,-22.8045,FRANCINE (F),0,4.27674,0.613445
FRANCIS,1,166254,1952,5723,40.5254,-27.8917,FRANCIS (M),1,4.27704,0.621849
FRANCISCA,2,2174,1966,69,25.1367,-27.9202,FRANCISCA (F),0,4.56294,0.890756
FRANCISCO,1,7286,1967,402,14.905,-50.0885,FRANCISCO (M),1,4.13146,0.344538
FRANCISQUE,1,4470,1908,187,50.1738,14.1559,FRANCISQUE (M),1,3.78677,0.361345
FRANCK,1,177716,1965,10780,11.4441,-50.3913,FRANCK (M),1,3.68035,0.302521
FRANCKY,1,1991,1978,94,-7.9276,-48.1581,FRANCKY (M),1,3.78721,0.378151
FRANCO,1,2346,1963,129,23.456,-46.0542,FRANCO (M),1,4.02369,0.403361
FRANCOIS,1,398638,1963,5829,42.4921,-3.20643,FRANCOIS (M),1,4.58273,0.857143
FRANCOIS-XAVIER,1,7176,1986,260,-9.98339,-40.666,FRANCOIS-XAVIER (M),1,3.91682,0.445378
FRANCOISE,2,401541,1949,15260,40.9017,-29.7489,FRANCOISE (F),0,4.1116,0.613445
FRANK,1,11471,1971,601,13.5573,-48.2092,FRANK (M),1,3.9837,0.352941
FRANTZ,1,5944,1968,208,21.6953,-34.1168,FRANTZ (M),1,4.47082,0.789916
FRANZ,1,1118,1972,47,3.51254,-47.2689,FRANZ (M),1,4.45884,0.789916
FRED,1,4279,1963,149,26.2826,-35.9493,FRED (M),1,4.26951,0.638655
FREDDY,1,16519,1975,600,1.77062,-40.3922,FREDDY (M),1,3.99644,0.453782
FREDERIC,1,327928,1973,18194,8.7029,-49.1154,FREDERIC (M),1,3.84772,0.285714
FREDERICK,1,4763,1976,251,-6.71869,-51.5857,FREDERICK (M),1,3.78322,0.327731
FREDERIK,1,1143,1974,87,0.381865,-55.2118,FREDERIK (M),1,3.57357,0.268908
FREDERIQUE,2,50005,1969,2615,13.2285,-48.1038,FREDERIQUE (F),0,3.81666,0.302521
FREDY,1,2510,1959,86,23.6009,-36.5114,FREDY (M),1,4.14781,0.546218
FRIDA,2,1210,1909,48,45.6464,13.0067,FRIDA (F),0,4.18166,0.554622
FRIEDA,2,3188,1910,147,52.4187,14.3903,FRIEDA (F),0,3.74682,0.378151
FULBERT,1,1031,1913,29,49.0148,-0.953133,FULBERT (M),1,4.21524,0.638655
FURKAN,1,1099,2005,72,-33.8895,18.3203,FURKAN (M),1,3.21041,0.218487
GABIN,1,34698,2017,2688,-2.34614,42.337,GABIN (M),1,3.13428,0.159664
GABRIEL,1,173384,2016,5875,26.8262,14.6775,GABRIEL (M),1,4.48881,0.756303
GABRIELA,2,1537,2015,124,8.19112,38.0024,GABRIELA (F),0,3.43477,0.243697
GABRIELLA,2,2575,2016,246,18.9204,42.5444,GABRIELLA (F),0,3.61026,0.252101
GABRIELLE,2,97010,1905,2229,40.3599,8.28848,GABRIELLE (F),0,4.34732,0.672269
GABY,1,1825,2017,84,12.8101,34.2392,GABY (M),1,4.30549,0.630252
GABY,2,2158,1946,54,49.2416,-20.7926,GABY (F),0,4.38304,0.672269
GAEL,1,33379,1981,1105,-15.5241,-29.398,GAEL (M),1,3.96817,0.445378
GAELLE,2,59920,1982,3230,-15.8353,-43.6676,GAELLE (F),0,3.66715,0.319328
GAETAN,1,53169,1990,1916,-24.7009,-21.6439,GAETAN (M),1,4.26081,0.428571
GAETANE,2,5568,2008,165,20.7564,-28.0871,GAETANE (F),0,4.66762,0.957983
GAIA,2,1826,2017,123,-4.98399,36.4486,GAIA (F),0,3.17772,0.210084
GARANCE,2,9875,2010,525,-17.4884,23.0368,GARANCE (F),0,3.40861,0.226891
GARRY,1,1505,1984,153,-40.1356,-31.7156,GARRY (M),1,3.4816,0.193277
GARY,1,5342,1984,433,-40.0568,-31.2987,GARY (M),1,3.68851,0.252101
GASPARD,1,18632,2017,1361,-2.13537,40.7811,GASPARD (M),1,3.52845,0.193277
GASTON,1,92338,1920,3158,56.2301,6.08884,GASTON (M),1,3.90812,0.394958
GATIEN,1,3013,2007,124,-23.8163,14.6902,GATIEN (M),1,4.23368,0.478992
GAUTHIER,1,16333,1996,590,-23.2008,-6.22966,GAUTHIER (M),1,3.87126,0.361345
GAUTIER,1,8620,1998,344,-26.1119,-17.7465,GAUTIER (M),1,3.77728,0.378151
GAYLORD,1,2174,1981,385,-41.7702,-34.0996,GAYLORD (M),1,2.9835,0.12605
GENEVIEVE,2,185964,1947,5045,52.228,-13.7365,GENEVIEVE (F),0,4.22767,0.588235
GEOFFRAY,1,1282,1990,80,-34.4236,-29.4586,GEOFFRAY (M),1,3.41495,0.285714
GEOFFREY,1,27801,1990,2260,-38.3667,-26.1446,GEOFFREY (M),1,3.29888,0.226891
GEOFFROY,1,8814,1981,412,-18.5662,-40.2525,GEOFFROY (M),1,4.05357,0.310924
GEORGE,1,1558,2017,65,25.7355,17.6114,GEORGE (M),1,4.55851,0.781513
GEORGES,1,404339,1920,11229,57.7487,-1.28623,GEORGES (M),1,4.15679,0.529412
GEORGET,1,1325,1953,48,41.1201,-26.9496,GEORGET (M),1,4.18922,0.579832
GEORGETTE,2,152991,1920,5704,56.2242,0.365926,GEORGETTE (F),0,3.91591,0.428571
GEORGIA,2,1238,2017,43,3.452,10.7016,GEORGIA (F),0,4.00129,0.478992
GEORGINA,2,3678,1902,139,45.9476,17.3672,GEORGINA (F),0,4.12466,0.378151
GEORGINE,2,1344,1921,50,50.7106,6.4539,GEORGINE (F),0,4.0105,0.478992
