name_index,sexe_index,count,idxmax,max,x,y,name,sexe,entropy,life
CLAUDIE,2,24487,1953,870,49.135,-22.223349,CLAUDIE (F),0.0,4.077278183166396,0.48739495798319327
CLAUDINE,2,158987,1948,6460,50.58941,-20.107294,CLAUDINE (F),0.0,4.008272144143491,0.42016806722689076
CLAUDIO,1,1594,1961,69,33.28951,-40.407818,CLAUDIO (M),1.0,4.12340210045758,0.5882352941176471
CLAUDIUS,1,9957,1909,383,49.785378,24.720387,CLAUDIUS (M),1.0,3.685836497150354,0.3445378151260504
CLAUDY,1,1368,1955,56,46.64622,-27.329842,CLAUDY (M),1.0,4.081467850236702,0.5126050420168067
CLEA,2,9401,2013,581,-21.184505,24.548319,CLEA (F),0.0,3.2276103053274685,0.2184873949579832
CLELIA,2,6275,2008,264,-18.304207,3.570544,CLELIA (F),0.0,3.7714131939392663,0.33613445378151263
CLELIE,2,1001,2008,53,-4.223932,24.855825,CLELIE (F),0.0,4.092910426999191,0.453781512605042
CLEMENCE,2,82587,2006,2575,21.399208,12.929574,CLEMENCE (F),0.0,4.231947323652206,0.5966386554621849
CLEMENT,1,172342,1998,6004,-5.7974186,-9.598085,CLEMENT (M),1.0,4.180979705049896,0.5378151260504201
CLEMENTINE,2,36914,1995,916,26.315214,11.914124,CLEMENTINE (F),0.0,4.306734485429695,0.6218487394957983
CLEO,2,4463,2002,266,-18.392014,23.58242,CLEO (F),0.0,3.261786701813321,0.25210084033613445
CLOE,2,16836,2000,915,-4.110948,11.123224,CLOE (F),0.0,3.381045765403967,0.24369747899159663
CLOTAIRE,1,4034,1905,116,47.011543,19.653162,CLOTAIRE (M),1.0,4.265951613978099,0.5294117647058824
CLOTHILDE,2,5856,1998,209,20.993057,8.139901,CLOTHILDE (F),0.0,4.3480820337168025,0.6218487394957983
CLOTILDE,2,26954,1902,594,40.801064,18.764132,CLOTILDE (F),0.0,4.556057456585462,0.9663865546218487
CLOVIS,1,10038,2008,350,28.815218,18.467669,CLOVIS (M),1.0,4.350033784190466,0.6218487394957983
COLEEN,2,1493,1999,94,-9.518163,20.453993,COLEEN (F),0.0,3.119596784341162,0.19327731092436976
COLETTE,2,174306,1937,6638,56.232616,-11.303441,COLETTE (F),0.0,3.8839412997976575,0.37815126050420167
COLIN,1,5742,1999,329,1.2577231,11.39924,COLIN (M),1.0,3.7000123160775957,0.31932773109243695
COLINE,2,20677,1998,1357,4.488631,1.5799803,COLINE (F),0.0,3.4649549871868737,0.2689075630252101
COLLEEN,2,1632,1999,144,6.4536653,13.344237,COLLEEN (F),0.0,3.123993406346103,0.19327731092436976
COLLETTE,2,1070,1934,53,51.299816,-3.3460808,COLLETTE (F),0.0,3.7474643701896477,0.3865546218487395
COLOMBE,2,3858,2008,113,27.87561,18.135777,COLOMBE (F),0.0,4.48214646881582,0.8403361344537815
COLYNE,2,1303,1998,106,6.3060293,13.402289,COLYNE (F),0.0,3.059375446677708,0.19327731092436976
COME,1,9184,2017,881,-54.12594,22.150421,COME (M),1.0,3.524486176700903,0.19327731092436976
CONCEPTION,2,1276,1924,45,52.766212,7.800012,CONCEPTION (F),0.0,4.165969931801798,0.5714285714285714
CONSTANCE,2,24045,2017,708,21.611757,14.162851,CONSTANCE (F),0.0,4.3477622941241725,0.6050420168067226
CONSTANT,1,14819,1902,421,42.77322,21.246998,CONSTANT (M),1.0,4.224648658453571,0.5798319327731093
CONSTANTIN,1,3493,2015,94,24.973017,16.572891,CONSTANTIN (M),1.0,4.504210202822555,0.8403361344537815
CORALIE,2,55122,1990,2762,-15.913084,-31.61095,CORALIE (F),0.0,3.678295682106955,0.3445378151260504
CORALINE,2,8851,1996,481,-20.417698,-26.491913,CORALINE (F),0.0,3.5963206108783496,0.31932773109243695
CORENTIN,1,57755,1996,3949,5.5153337,-2.4423482,CORENTIN (M),1.0,3.6124017603809877,0.24369747899159663
CORENTINE,2,1605,1908,42,32.414013,18.08846,CORENTINE (F),0.0,4.265772282550485,0.6134453781512605
CORINE,2,17129,1963,1231,34.908745,-44.256947,CORINE (F),0.0,3.3140516726547875,0.21008403361344538
CORINNE,2,162826,1963,12540,34.66727,-44.776463,CORINNE (F),0.0,3.2381435688325335,0.20168067226890757
COSETTE,2,1540,1947,50,51.999363,-17.338383,COSETTE (F),0.0,4.265033440262434,0.6890756302521008
COUMBA,2,1844,2014,75,-27.841167,-0.4244821,COUMBA (F),0.0,3.6765776619159936,0.35294117647058826
CRISTELLE,2,2071,1973,206,18.853157,-56.656326,CRISTELLE (F),0.0,3.2240874230009617,0.20168067226890757
CRISTINA,2,2789,1974,229,18.018639,-58.066948,CRISTINA (F),0.0,3.629241238695558,0.2689075630252101
CRYSTAL,2,1328,2010,77,-9.576166,16.876255,CRYSTAL (F),0.0,3.269921591622887,0.2184873949579832
CURTIS,1,1892,2010,131,-22.777807,30.314482,CURTIS (M),1.0,3.327141324087758,0.226890756302521
CYLIA,2,1435,2002,140,-4.748981,35.281693,CYLIA (F),0.0,3.167581330266467,0.20168067226890757
CYNDIE,2,1732,1989,137,-20.93025,-37.889744,CYNDIE (F),0.0,3.194432834219247,0.2184873949579832
CYNTHIA,2,22448,1989,1266,-16.040194,-35.106815,CYNTHIA (F),0.0,3.631521803071996,0.2857142857142857
CYPRIEN,1,10460,2006,450,19.219278,16.731148,CYPRIEN (M),1.0,4.345724477265863,0.6218487394957983
CYPRIENNE,2,1151,1907,42,50.126545,16.488438,CYPRIENNE (F),0.0,3.8787797302785787,0.42016806722689076
CYRIAQUE,1,1940,1970,45,30.62498,-14.865127,CYRIAQUE (M),1.0,4.645951966155839,0.9411764705882353
CYRIELLE,2,11261,1984,661,-17.682894,-33.65674,CYRIELLE (F),0.0,3.4960655344006084,0.31092436974789917
CYRIL,1,88223,1973,4499,6.7465205,-51.1651,CYRIL (M),1.0,3.6216124298803813,0.31092436974789917
CYRILLE,1,36843,1973,2752,18.254848,-56.421204,CYRILLE (M),1.0,3.9490470107462983,0.24369747899159663
CYRILLE,2,1557,1972,141,22.702002,-56.29944,CYRILLE (F),0.0,3.795071377983847,0.18487394957983194
CYRINE,2,1109,2015,70,-32.131893,19.092426,CYRINE (F),0.0,3.3228852839133998,0.226890756302521
CZESLAW,1,1434,1931,137,48.535378,-4.843537,CZESLAW (M),1.0,3.1495188166820256,0.20168067226890757
DAISY,2,4621,1985,167,5.5274935,-38.962997,DAISY (F),0.0,4.398588266959544,0.7058823529411765
DALIA,2,1680,2015,117,-43.467518,21.136244,DALIA (F),0.0,3.6759082260231577,0.24369747899159663
DALIL,1,1182,2012,78,-18.091787,28.741787,DALIL (M),1.0,3.2775065821581624,0.21008403361344538
DALILA,2,11126,1968,522,24.948706,-46.4012,DALILA (F),0.0,3.9363274066185565,0.3949579831932773
DAMIAN,1,1150,2013,93,-47.10231,26.373278,DAMIAN (M),1.0,3.4404064933210883,0.23529411764705882
DAMIEN,1,125769,1985,6583,-10.17216,-41.954002,DAMIEN (M),1.0,3.8135367171242303,0.3277310924369748
DAN,1,4341,2005,154,-14.678902,-8.542279,DAN (M),1.0,3.8992870169831346,0.42016806722689076
DANA,2,1945,1999,156,5.793708,13.053634,DANA (F),0.0,3.3634663837319576,0.226890756302521
DANAE,2,1607,1999,109,4.758633,1.573889,DANAE (F),0.0,3.4070390242677298,0.2605042016806723
DANIA,2,1154,2017,103,-52.506577,26.492876,DANIA (F),0.0,3.519984275082956,0.18487394957983194
DANIEL,1,434420,1947,21349,54.281384,-19.122147,DANIEL (M),1.0,4.092920102190512,0.40336134453781514
DANIELA,2,2551,1971,70,11.273974,-27.865137,DANIELA (F),0.0,4.311442091270672,0.6554621848739496
DANIELE,2,84509,1947,5765,56.06202,-18.864801,DANIELE (F),0.0,3.5314538318922692,0.2689075630252101
DANIELLA,2,1780,1975,42,10.214051,-28.160696,DANIELLA (F),0.0,4.275537623838446,0.6554621848739496
DANIELLE,2,158138,1947,12319,56.65128,-18.748747,DANIELLE (F),0.0,3.4870497230381923,0.24369747899159663
DANNY,1,2586,1992,94,-8.408958,-4.7714667,DANNY (M),1.0,4.100247534760304,0.5294117647058824
DANY,1,17730,1969,371,21.25971,-32.548397,DANY (M),1.0,4.319817753652486,0.6554621848739496
DANY,2,7791,1955,395,47.29313,-30.791985,DANY (F),0.0,3.796219121516032,0.37815126050420167
DAOUDA,1,1115,2017,51,-29.208864,1.9487938,DAOUDA (M),1.0,3.6741267781349567,0.35294117647058826
DAPHNE,2,8427,2011,329,-25.39186,-1.1362194,DAPHNE (F),0.0,3.838404891922686,0.40336134453781514
DAPHNEE,2,2313,2007,80,-16.109428,-7.5482693,DAPHNEE (F),0.0,3.86001660220544,0.40336134453781514
DARIA,2,1060,2017,75,-48.89537,22.527782,DARIA (F),0.0,3.9231882530312854,0.24369747899159663
DARIO,1,2240,2011,104,-42.291985,6.7011046,DARIO (M),1.0,4.099787103955382,0.5546218487394958
DARIUS,1,1633,2013,94,-33.599827,32.606216,DARIUS (M),1.0,4.110130503413362,0.3949579831932773
DARREN,1,1011,2014,80,-34.395008,25.947742,DARREN (M),1.0,3.1771680364037325,0.20168067226890757
DARYL,1,1278,2015,88,-33.92607,17.854538,DARYL (M),1.0,3.304983514312269,0.226890756302521
DAVE,1,1089,1976,111,7.86533,-60.130642,DAVE (M),1.0,3.484144786505551,0.2773109243697479
DAVID,1,311790,1972,19695,14.298513,-55.05276,DAVID (M),1.0,3.6571097597588937,0.2689075630252101
DAVINA,2,1864,1983,270,-21.858679,-42.22165,DAVINA (F),0.0,3.370195921648591,0.20168067226890757
DAVY,1,9355,1977,419,-2.2350721,-50.352573,DAVY (M),1.0,3.6291424160933228,0.3445378151260504
DAWSON,1,1065,1999,135,6.1193237,17.263998,DAWSON (M),1.0,2.7848090960226974,0.15966386554621848
DEBORA,2,1675,1994,64,-7.5994062,-8.847757,DEBORA (F),0.0,3.8526756565664324,0.40336134453781514
DEBORAH,2,30467,1989,1548,-14.776383,-34.162556,DEBORAH (F),0.0,3.638483716958836,0.31092436974789917
DELIA,2,2156,2013,104,-39.265144,12.866214,DELIA (F),0.0,4.006359792364355,0.40336134453781514
DELPHIN,1,1482,1903,42,45.100025,20.612541,DELPHIN (M),1.0,4.250019285445885,0.5966386554621849
DELPHINE,2,127562,1977,7500,7.998837,-54.736095,DELPHINE (F),0.0,3.6051152395093813,0.25210084033613445
DEMBA,1,1346,2016,54,-28.569176,0.12892339,DEMBA (M),1.0,3.7000459187977115,0.3697478991596639
DENIS,1,152822,1963,6154,39.710373,-31.168535,DENIS (M),1.0,4.266500219961483,0.5546218487394958
DENISE,2,263353,1927,8440,57.773857,9.0779915,DENISE (F),0.0,4.032817150409323,0.48739495798319327
DENIZ,1,1123,2010,49,-20.629837,6.951876,DENIZ (M),1.0,3.61160084761534,0.35294117647058826
DENYS,1,1514,1950,48,43.33912,-18.293222,DENYS (M),1.0,4.587175840898179,0.9159663865546218
DENYSE,2,1424,1921,61,56.288643,7.837662,DENYSE (F),0.0,3.8847421752460254,0.4369747899159664
DESIRE,1,18818,1909,644,50.557316,23.169613,DESIRE (M),1.0,3.9846315332648747,0.3949579831932773
DESIREE,2,6273,1901,229,44.67836,28.19208,DESIREE (F),0.0,3.987697612690891,0.33613445378151263
DIANA,2,8147,1998,228,-19.064354,-13.358771,DIANA (F),0.0,4.2160356563947765,0.5294117647058824
DIANE,2,19655,1987,514,-20.41973,-12.44651,DIANE (F),0.0,4.194972571136329,0.5126050420168067
DIDIER,1,237159,1958,13721,41.79203,-37.336327,DIDIER (M),1.0,3.6044798127188806,0.25210084033613445
DIEGO,1,16817,2006,999,-25.581047,27.164576,DIEGO (M),1.0,3.642128028531781,0.20168067226890757
DILAN,1,1048,1997,68,3.823504,-1.6765232,DILAN (M),1.0,3.245641686587113,0.24369747899159663
DILARA,2,1151,2002,113,3.6048603,16.365974,DILARA (F),0.0,3.008355842258276,0.18487394957983194
DIMITRI,1,38051,1989,1877,-15.15844,-32.208366,DIMITRI (M),1.0,3.7476942282453862,0.37815126050420167
DIMITRY,1,1796,1995,79,-4.739648,-8.256362,DIMITRY (M),1.0,3.7518071423064003,0.3865546218487395
DINA,2,6891,2012,382,-34.459885,31.536814,DINA (F),0.0,4.1664567960042795,0.35294117647058826
DINO,1,1497,2004,41,33.464993,-9.194152,DINO (M),1.0,4.49266631227099,0.8235294117647058
DJAMAL,1,1677,1963,84,29.325525,-43.01844,DJAMAL (M),1.0,3.8980211985120805,0.47058823529411764
DJAMEL,1,7001,1971,250,16.785912,-40.575237,DJAMEL (M),1.0,3.8987838808486988,0.47058823529411764
DJAMILA,2,6628,1962,293,27.423374,-42.001457,DJAMILA (F),0.0,3.9288795318861442,0.48739495798319327
DJENA,2,1090,2013,95,-41.412502,30.623348,DJENA (F),0.0,3.079817186629803,0.20168067226890757
DJIBRIL,1,6134,2007,408,-25.179684,36.91159,DJIBRIL (M),1.0,3.172160755607175,0.15966386554621848
DJILALI,1,1216,1970,38,19.771706,-36.910976,DJILALI (M),1.0,4.104070939547306,0.5714285714285714
DOLORES,2,11102,1964,288,34.870556,-27.49215,DOLORES (F),0.0,4.540782672753295,0.8739495798319328
DOMINIQUE,1,241873,1958,11997,43.7212,-34.05258,DOMINIQUE (M),1.0,3.856700553604812,0.29411764705882354
DOMINIQUE,2,168020,1955,10332,47.015045,-32.46858,DOMINIQUE (F),0.0,3.4470367643105644,0.24369747899159663
DOMITILLE,2,3632,2006,121,-18.877613,-8.024723,DOMITILLE (F),0.0,3.9463992179634713,0.44537815126050423
DON,1,1350,1923,34,50.383953,18.82926,DON (M),1.0,4.289638302302807,0.6218487394957983
DONALD,1,1090,1958,43,41.76515,-29.20996,DONALD (M),1.0,4.231191230812682,0.6302521008403361
DONAT,1,1082,1928,24,59.02209,12.98386,DONAT (M),1.0,4.3211342337593885,0.7310924369747899
DONATIEN,1,3631,1988,89,29.230536,11.302565,DONATIEN (M),1.0,4.610892678200479,0.957983193277311
DONATIENNE,2,1319,1914,38,48.949463,13.047544,DONATIENNE (F),0.0,4.434191987123856,0.7478991596638656
DONIA,2,3190,2002,205,11.165108,-3.3878253,DONIA (F),0.0,3.8108111871434067,0.3697478991596639
DONOVAN,1,7133,1996,405,0.13258742,2.1934412,DONOVAN (M),1.0,3.390318392073949,0.2605042016806723
DORA,2,2017,2004,66,28.079262,6.732823,DORA (F),0.0,4.649392798055338,0.9495798319327731
DORIA,2,1401,1902,45,30.995272,23.187782,DORIA (F),0.0,4.271039674490892,0.5546218487394958
DORIAN,1,32979,2000,2045,2.2133076,3.6004467,DORIAN (M),1.0,3.4724943749066073,0.29411764705882354
DORIANE,2,10517,1996,501,-0.23019497,-8.939432,DORIANE (F),0.0,3.876479762343589,0.46218487394957986
DORINE,2,6412,1996,342,-0.18863705,-8.604365,DORINE (F),0.0,3.7744557951008813,0.35294117647058826
DORIS,2,5348,1961,189,42.04845,-27.170261,DORIS (F),0.0,4.310370000513982,0.6554621848739496
DOROTHEE,2,19372,1982,1355,3.8662276,-55.397945,DOROTHEE (F),0.0,3.860030974753168,0.25210084033613445
DORYAN,1,1492,2003,108,-1.9539067,17.133873,DORYAN (M),1.0,3.1574844615744677,0.2184873949579832
DOUGLAS,1,1073,1992,51,-19.058743,-29.083176,DOUGLAS (M),1.0,4.074972887904936,0.5126050420168067
DOUNIA,2,8743,2002,420,-8.452532,-0.84869856,DOUNIA (F),0.0,3.6951848114018215,0.3445378151260504
DRISS,1,4570,2004,142,-19.117115,-8.803931,DRISS (M),1.0,3.9476399129725066,0.42857142857142855
DUNCAN,1,1304,1998,106,5.0760574,-0.5820527,DUNCAN (M),1.0,3.2143678420525825,0.20168067226890757
DYLAN,1,66722,1996,6917,7.117252,-5.350055,DYLAN (M),1.0,3.0399496511368644,0.16806722689075632
EDA,2,1549,2010,97,-5.686372,17.8819,EDA (F),0.0,3.603552245638048,0.2857142857142857
EDDIE,1,4354,1968,205,30.762417,-43.060722,EDDIE (M),1.0,3.92342556997754,0.40336134453781514
EDDY,1,24560,1970,950,7.9527864,-45.16614,EDDY (M),1.0,3.9370279498982157,0.46218487394957986
EDEN,1,11605,2017,1969,-66.24673,27.405388,EDEN (M),1.0,2.3375369795038434,0.07563025210084033
EDEN,2,9483,2013,798,-39.941505,30.408182,EDEN (F),0.0,3.0595239938630954,0.19327731092436976
EDGAR,1,8084,2014,317,20.01981,20.41372,EDGAR (M),1.0,4.340028013786889,0.5966386554621849
EDGARD,1,6571,1911,149,47.93844,11.0810585,EDGARD (M),1.0,4.340288452769979,0.5966386554621849
EDITH,2,56818,1950,1602,49.45513,-12.906028,EDITH (F),0.0,4.398950547482812,0.7226890756302521
EDITHE,2,2320,1921,84,52.75926,14.325355,EDITHE (F),0.0,3.940066295395874,0.44537815126050423
EDMEE,2,4329,1922,126,55.586353,16.754635,EDMEE (F),0.0,4.1032057725256905,0.46218487394957986
EDMOND,1,54453,1920,1529,57.428787,17.023657,EDMOND (M),1.0,4.05125080093481,0.48739495798319327
EDMONDE,2,5633,1930,183,56.315273,9.469079,EDMONDE (F),0.0,4.060923738806468,0.5126050420168067
EDOUARD,1,77966,1910,1484,39.97322,15.86513,EDOUARD (M),1.0,4.485608498422608,0.8907563025210085
EDWARD,1,2911,2017,55,35.29153,-9.843462,EDWARD (M),1.0,4.673183676105822,0.9915966386554622
EDWIGE,2,20652,1972,558,25.847528,-33.861095,EDWIGE (F),0.0,4.480711815801371,0.8571428571428571
EDWIN,1,3057,1997,134,-2.3483365,-8.729156,EDWIN (M),1.0,4.041840997080844,0.33613445378151263
EGLANTINE,2,5613,2006,136,31.547333,19.279339,EGLANTINE (F),0.0,4.355537300873032,0.680672268907563
EILEEN,2,1434,2012,94,-27.016096,27.148777,EILEEN (F),0.0,3.3337689638844483,0.24369747899159663
EL,1,2751,1981,77,-21.41449,-10.897761,EL (M),1.0,3.988836481380781,0.48739495798319327
ELA,2,1833,2012,175,-33.31802,42.655014,ELA (F),0.0,2.8144836497594556,0.13445378151260504
ELAIA,2,1236,2017,122,-44.690613,34.326946,ELAIA (F),0.0,2.7162761027294486,0.13445378151260504
ELEA,2,12342,2010,799,-20.720304,26.788282,ELEA (F),0.0,3.1832760745231896,0.21008403361344538
ELEANA,2,1861,2014,205,-49.291256,33.5639,ELEANA (F),0.0,2.7893258548824416,0.12605042016806722
ELEANOR,2,1698,2016,190,-54.370735,23.484844,ELEANOR (F),0.0,3.0039308591825646,0.15126050420168066
ELEANORE,2,1479,2017,178,-55.601208,26.869814,ELEANORE (F),0.0,2.752505382131106,0.12605042016806722
ELENA,2,25238,2015,2113,-47.76136,26.325111,ELENA (F),0.0,3.383611338832955,0.18487394957983194
ELEONORE,2,23621,2017,730,23.447037,16.741287,ELEONORE (F),0.0,4.4395192335542655,0.680672268907563
ELFRIEDE,2,1139,1941,78,38.891506,4.435717,ELFRIEDE (F),0.0,3.769216576319892,0.33613445378151263
ELI,1,1175,2017,129,-58.927605,27.248802,ELI (M),1.0,3.4409584475076413,0.15966386554621848
ELIA,2,8108,2016,449,-31.495827,31.977781,ELIA (F),0.0,4.15961662227772,0.46218487394957986
ELIAN,1,3380,2006,143,-13.545365,20.421234,ELIAN (M),1.0,4.162606504330824,0.6386554621848739
ELIANA,2,2064,2017,256,-61.010834,27.013203,ELIANA (F),0.0,3.2621244209869804,0.11764705882352941
ELIANE,2,113898,1949,4196,52.869427,-10.030549,ELIANE (F),0.0,4.042898275053555,0.48739495798319327
ELIANNE,2,2086,1933,76,53.134705,-4.2088895,ELIANNE (F),0.0,3.977103377228642,0.48739495798319327
ELIAS,1,12726,2017,704,-20.989937,21.089565,ELIAS (M),1.0,3.3674997799231963,0.226890756302521
ELIE,1,43475,1920,880,38.38291,15.961162,ELIE (M),1.0,4.454537889339931,0.7983193277310925
ELIES,1,1590,2000,96,-0.2961677,8.359913,ELIES (M),1.0,3.3833750364435895,0.25210084033613445
ELIETTE,2,7447,1933,213,54.267242,-6.2827005,ELIETTE (F),0.0,4.224803900942395,0.5126050420168067
ELIF,2,3881,2015,301,-42.65586,18.905407,ELIF (F),0.0,3.405563473119612,0.25210084033613445
ELIJAH,1,2114,2017,244,-53.987553,25.241467,ELIJAH (M),1.0,2.805578029531828,0.13445378151260504
ELINA,2,11750,2013,756,-33.195835,29.977617,ELINA (F),0.0,3.634701905974121,0.18487394957983194
ELINE,2,8278,2016,561,-35.895145,28.864428,ELINE (F),0.0,3.556520283756037,0.226890756302521
ELIO,1,6474,2017,721,-58.28939,24.022997,ELIO (M),1.0,3.4181938883853222,0.14285714285714285
ELIOT,1,10104,2008,759,-13.60058,30.725544,ELIOT (M),1.0,3.1516377979649133,0.2184873949579832
ELIOTT,1,18962,2017,1540,-39.36157,27.197556,ELIOTT (M),1.0,3.082427213629779,0.17647058823529413
ELISA,2,54193,2003,2304,4.951581,6.9072995,ELISA (F),0.0,4.136963710570134,0.5378151260504201
ELISABETH,2,161902,1953,4452,38.42556,-28.215462,ELISABETH (F),0.0,4.456668731645095,0.7478991596638656
ELISE,2,117623,2001,1910,29.065952,13.035585,ELISE (F),0.0,4.550339507207136,0.8235294117647058
ELISEE,1,1808,1907,59,42.93698,22.227272,ELISEE (M),1.0,4.113013999578502,0.453781512605042
ELISSA,2,1286,2008,107,-31.791166,44.855236,ELISSA (F),0.0,3.15998587772853,0.21008403361344538
ELIZA,2,1637,2006,88,-30.430912,30.678753,ELIZA (F),0.0,3.8106419971827146,0.3445378151260504
ELIZABETH,2,4357,1952,106,23.499582,-34.017735,ELIZABETH (F),0.0,4.5711179670808,0.9411764705882353
ELLA,2,5940,2011,362,-34.15926,29.717041,ELLA (F),0.0,3.673300873569934,0.25210084033613445
ELLEN,2,1092,1991,27,6.3491974,-32.51669,ELLEN (F),0.0,4.59973919455261,0.9159663865546218
ELLIE,2,2248,2017,362,-64.7097,26.619453,ELLIE (F),0.0,2.625282278635102,0.10084033613445378
ELLIOT,1,6970,2009,414,-21.259098,20.76209,ELLIOT (M),1.0,3.272210272810867,0.24369747899159663
ELLIOTT,1,1951,2016,123,-29.281992,19.6157,ELLIOTT (M),1.0,3.318902828047511,0.24369747899159663
ELOAN,1,1770,2013,183,-44.59572,40.32526,ELOAN (M),1.0,2.6489315541857783,0.11764705882352941
ELOANE,2,2695,2012,308,-41.257957,44.52104,ELOANE (F),0.0,2.672080530272919,0.12605042016806722
ELODIE,2,160308,1988,12119,-19.636414,-39.47045,ELODIE (F),0.0,3.4582992081067183,0.24369747899159663
ELODY,2,1003,1989,54,-19.248339,-27.530521,ELODY (F),0.0,3.528098768550603,0.29411764705882354
ELOI,1,9536,2010,229,28.96155,17.367325,ELOI (M),1.0,4.467957053732998,0.7310924369747899
ELOISE,2,31808,2006,1226,-16.47815,1.9917743,ELOISE (F),0.0,3.8714517002897137,0.33613445378151263
ELONA,2,2228,2012,177,-12.781559,34.392223,ELONA (F),0.0,2.9524794542434876,0.16806722689075632
ELORA,2,3587,2007,225,-7.016507,14.486194,ELORA (F),0.0,3.2757554127270185,0.226890756302521
ELOUAN,1,7092,2006,579,-8.76072,35.258224,ELOUAN (M),1.0,3.059812220480827,0.17647058823529413
ELSA,2,44723,1988,1498,-24.636015,-3.7918632,ELSA (F),0.0,4.015607627353555,0.40336134453781514
ELVINA,2,1764,1989,51,23.342407,9.475355,ELVINA (F),0.0,4.320458875952572,0.6470588235294118
ELVIRA,2,1404,1971,42,32.264973,-10.709376,ELVIRA (F),0.0,4.549434954504461,0.8907563025210085
ELVIRE,2,4285,1972,78,42.474556,13.967887,ELVIRE (F),0.0,4.645044324295147,0.9663865546218487
ELVIS,1,2291,1978,149,-6.1443787,-45.86533,ELVIS (M),1.0,3.752600491436497,0.3865546218487395
ELYA,2,3600,2017,473,-59.158215,26.165916,ELYA (F),0.0,2.652109165720112,0.11764705882352941
ELYANE,2,1226,1947,95,56.62058,-20.21096,ELYANE (F),0.0,3.534159707993136,0.2773109243697479
ELYAS,1,2842,2015,282,-49.067604,31.426264,ELYAS (M),1.0,2.9029462173640286,0.14285714285714285
ELYES,1,3632,2009,256,-20.308887,31.344004,ELYES (M),1.0,3.2927674627682872,0.226890756302521
ELYNA,2,2786,2017,336,-54.28651,33.48364,ELYNA (F),0.0,2.6002146787652176,0.11764705882352941
ELYNE,2,3541,2017,357,-47.310616,35.96004,ELYNE (F),0.0,2.753931710674073,0.12605042016806722
ELYSA,2,1098,2007,72,-4.559025,18.337362,ELYSA (F),0.0,3.262005367457241,0.2184873949579832
ELYSE,2,1601,2006,76,-20.656729,6.8271565,ELYSE (F),0.0,3.64282562621692,0.31092436974789917
ELYSSA,2,1083,2015,103,-43.23119,36.176495,ELYSSA (F),0.0,2.8547991060701814,0.12605042016806722
ELZA,2,1420,2015,75,-32.579655,31.91681,ELZA (F),0.0,4.1712988086835265,0.5378151260504201
EMA,2,5165,2010,368,-15.927439,30.464767,EMA (F),0.0,3.296715294662531,0.18487394957983194
EMANUEL,1,1021,2017,47,-38.31539,8.226106,EMANUEL (M),1.0,4.086152475506364,0.5294117647058824
EMELIE,2,2930,1900,155,39.009354,31.505592,EMELIE (F),0.0,3.717911004613933,0.24369747899159663
EMELINE,2,34588,1991,1496,-10.852698,-23.436462,EMELINE (F),0.0,3.6394694484457633,0.33613445378151263
EMELYNE,2,3063,2002,134,-5.538191,-4.1383634,EMELYNE (F),0.0,3.6286197964527576,0.3277310924369748
EMERIC,1,9160,1988,328,-8.854833,-24.995714,EMERIC (M),1.0,3.8523389661103513,0.40336134453781514
EMERICK,1,1788,2002,98,-0.13447618,3.011795,EMERICK (M),1.0,3.4716983029946844,0.2773109243697479
EMIE,2,3599,2008,267,-19.86142,32.914143,EMIE (F),0.0,3.1561843276411468,0.20168067226890757
EMILE,1,166345,1920,4976,52.755825,21.770231,EMILE (M),1.0,4.003339294287291,0.40336134453781514
EMILIA,2,8301,2017,177,35.499275,18.338758,EMILIA (F),0.0,4.457410612963058,0.8319327731092437
EMILIE,2,196528,1980,11887,-10.094777,-44.594475,EMILIE (F),0.0,3.987293568027063,0.42016806722689076
EMILIEN,1,24123,2002,646,27.16789,12.588884,EMILIEN (M),1.0,4.450564321538552,0.7142857142857143
EMILIENNE,2,45372,1920,1735,54.257942,21.62419,EMILIENNE (F),0.0,3.8532503269258487,0.37815126050420167
EMILIO,1,3179,2017,197,-49.587807,17.72792,EMILIO (M),1.0,4.158552362568057,0.3697478991596639
EMILY,2,4917,1980,264,-33.35014,-7.319888,EMILY (F),0.0,3.780772388926754,0.3697478991596639
EMINE,2,1434,1980,52,-5.3683095,-27.25895,EMINE (F),0.0,3.728988271648924,0.3697478991596639
EMIR,1,3027,2012,300,-47.571293,34.49886,EMIR (M),1.0,3.0716675634292847,0.15126050420168066
EMMA,2,150493,2006,7104,-12.855836,12.776763,EMMA (F),0.0,3.8515277922232167,0.37815126050420167
EMMANUEL,1,135116,1971,7522,20.991638,-52.105186,EMMANUEL (M),1.0,4.2161720623096794,0.3445378151260504
EMMANUELLA,2,1407,2014,41,-26.319666,-12.080754,EMMANUELLA (F),0.0,4.240143419362608,0.6302521008403361
EMMANUELLE,2,80114,1980,3846,19.022385,-45.69933,EMMANUELLE (F),0.0,3.7831406285604583,0.31932773109243695
EMMELINE,2,1768,1988,92,-13.511059,-31.821814,EMMELINE (F),0.0,3.991612498955104,0.3949579831932773
EMMIE,2,2535,2011,219,-27.399141,40.573303,EMMIE (F),0.0,3.0844897268927975,0.16806722689075632
EMMY,2,10981,2012,812,-30.154476,37.480415,EMMY (F),0.0,3.167272994165343,0.17647058823529413
EMNA,2,2639,2017,367,-61.63984,26.450935,EMNA (F),0.0,2.7774724321124173,0.11764705882352941
EMRE,1,2677,2003,214,3.10379,13.700224,EMRE (M),1.0,3.2730206612450123,0.226890756302521
